Index,affected_asn,affected_prefix,domain,edit_distance,end_time,event_id,event_type,prefix_list,start_time,status,suspicious_links,suspicious_links_nation,vp_count
1421,21826,190.142.254.0/24,,3558.5744975335397,1759529353000,ARES-HIJACK-1759477648-21826-190.142.254.0/24-AGGREGATED,Finish Path Hijack,190.142.254.0/24,1759477648000,Finish,18678;1299,CO;SE,26
1422,270026,141.136.56.0/24,,3213.504340902781,1759529353000,ARES-HIJACK-1759477648-270026-141.136.56.0/24-AGGREGATED,Finish Path Hijack,141.136.56.0/24;38.172.164.0/22;38.172.164.0/24;38.172.165.0/24;38.172.166.0/24;38.172.167.0/24;38.172.176.0/24;38.172.177.0/24,1759477648000,Finish,18678;1299,CO;SE,19
1423,21826,190.142.206.0/24,,512.281323387416,1759501725000,ARES-HIJACK-1759477406-21826-190.142.206.0/24-AGGREGATED,Finish Path Hijack,190.142.206.0/24,1759477406000,Finish,18678;1299,CO;SE,3
1424,266841,38.121.209.0/24,,553.9462650382097,1759501725000,ARES-HIJACK-1759477406-266841-38.121.209.0/24-AGGREGATED,Finish Path Hijack,38.121.209.0/24,1759477406000,Finish,18678;1299,CO;SE,2
1425,272809,38.83.89.0/24,,2678.6488666496894,1759502421000,ARES-HIJACK-1759476833-272809-38.83.89.0/24-AGGREGATED,Finish Path Hijack,38.83.89.0/24;38.83.88.0/24,1759476833000,Finish,18678;1299,CO;SE,15
1426,48330,46.172.194.0/24,,158.79737972003377,1759478189000,ARES-HIJACK-1759475182-48330-46.172.194.0/24-AGGREGATED,Finish Path Hijack,46.172.194.0/24;46.172.195.0/24,1759475182000,Finish,6789;50673,RU;NL,2
1427,43727,178.210.37.0/24,,289.3096042096825,1759749167000,ARES-HIJACK-1759474256-43727-178.210.37.0/24-AGGREGATED,Finish Path Hijack,178.210.37.0/24,1759474256000,Finish,43727;41327,RU;IT,1
1428,9541,137.59.147.0/24,,201.62354999297585,1759492414000,ARES-HIJACK-1759472513-9541-137.59.147.0/24-AGGREGATED,Finish Path Hijack,137.59.147.0/24,1759472513000,Finish,17557;3491,PK;US,2
1429,9541,58.65.217.0/24,,204.6219724219365,1759492414000,ARES-HIJACK-1759472288-9541-58.65.217.0/24-AGGREGATED,Finish Path Hijack,58.65.217.0/24;175.107.245.0/24,1759472288000,Finish,17557;3491,PK;US,2
1430,269359,168.194.250.0/24,,3092.1116171603126,1759470804000,ARES-HIJACK-1759467147-269359-168.194.250.0/24-AGGREGATED,Finish Path Hijack,168.194.250.0/24;168.194.248.0/24,1759467147000,Finish,269359;270664,BR;BR,44
1431,269359,168.194.250.0/24,,3093.81634362942,1759460287000,ARES-HIJACK-1759456646-269359-168.194.250.0/24-AGGREGATED,Finish Path Hijack,168.194.250.0/24,1759456646000,Finish,269359;270664,BR;BR,44
1432,269359,168.194.248.0/24,,3090.198124707904,1759459988000,ARES-HIJACK-1759456345-269359-168.194.248.0/24-AGGREGATED,Finish Path Hijack,168.194.248.0/24,1759456345000,Finish,269359;270664,BR;BR,44
1433,269359,168.194.251.0/24,,3093.850365971109,1759459703000,ARES-HIJACK-1759456046-269359-168.194.251.0/24-AGGREGATED,Finish Path Hijack,168.194.251.0/24,1759456046000,Finish,269359;270664,BR;BR,44
1434,264428,2804:1e6c::/32,,213.62628272833217,1759429740000,ARES-HIJACK-1759429459-264428-2804:1e6c::/32-AGGREGATED,Finish Path Hijack,2804:1e6c::/32,1759429459000,Finish,264428;37721,BR;BF,2
1435,46071,150.129.119.0/24,,286.58992871386084,1759425610000,ARES-HIJACK-1759425334-46071-150.129.119.0/24-AGGREGATED,Finish Path Hijack,150.129.119.0/24,1759425334000,Finish,57187;6939,AE;US,4
1436,46071,150.129.119.0/24,,279.47473926184324,1759413874000,ARES-HIJACK-1759413656-46071-150.129.119.0/24-AGGREGATED,Finish Path Hijack,150.129.119.0/24;150.129.116.0/24;150.129.118.0/24,1759413656000,Finish,57187;6939,AE;US,4
1437,138336,103.130.113.0/24,the-potato.net;gundapanda.com,643.5195427999502,1759414691000,ARES-HIJACK-1759413443-138336-103.130.113.0/24-AGGREGATED,Finish Path Hijack,103.130.113.0/24;103.130.112.0/24,1759413443000,Finish,138336;132602,BD;BD,10
1438,53169,2804:1684:200::/41,,223.5948036889578,1759501481000,ARES-HIJACK-1759412933-53169-2804:1684:200::/41-AGGREGATED,Finish Path Hijack,2804:1684:200::/41,1759412933000,Finish,53169;6939,BR;US,15
1439,134204,2400:4d40:1000::/36,,1033.476279394556,1759892233000,ARES-HIJACK-1759412389-134204-2400:4d40:1000::/36-AGGREGATED,Finish Path Hijack,2400:4d40:1000::/36;2400:4d40:2000::/36;2400:4d40:3000::/36,1759412389000,Finish,132602;10075,BD;BD,20
1440,23923,182.252.86.0/24,,701.0343581399392,1759825326000,ARES-HIJACK-1759411894-23923-182.252.86.0/24-AGGREGATED,Finish Path Hijack,182.252.86.0/24,1759411894000,Finish,132602;10075,BD;BD,13
1441,263478,2804:1278:e000::/40,,413.49824612571354,1759430745000,ARES-HIJACK-1759411695-263478-2804:1278:e000::/40-AGGREGATED,Finish Path Hijack,2804:1278:e000::/40;2804:1278:e100::/40,1759411695000,Finish,263478;6939,BR;US,22
1442,20598,41.138.192.0/24,,282.36638219952687,1759512905000,ARES-HIJACK-1759407951-20598-41.138.192.0/24-AGGREGATED,Finish Path Hijack,41.138.192.0/24,1759407951000,Finish,37613;33765,GH;TZ,4
1443,269359,168.194.250.0/24,,3087.756668276135,1759420083000,ARES-HIJACK-1759406151-269359-168.194.250.0/24-AGGREGATED,Finish Path Hijack,168.194.250.0/24,1759406151000,Finish,269359;270664,BR;BR,44
1444,264911,168.228.156.0/24,powernettelecom.com.br,2798.169213360942,1759406601000,ARES-HIJACK-1759403668-264911-168.228.156.0/24-AGGREGATED,Finish Path Hijack,168.228.156.0/24;168.228.159.0/24;2804:2fc4:ff11::/48;2804:2fc4:ff17::/48;2804:2fc4:fffd::/48,1759403668000,Finish,264911;263152,BR;BR,44
1445,269359,168.194.248.0/24,,2945.427027001012,1759420083000,ARES-HIJACK-1759403151-269359-168.194.248.0/24-AGGREGATED,Finish Path Hijack,168.194.248.0/24,1759403151000,Finish,269359;270664,BR;BR,42
1446,206873,2a0b:6900:5::/48,,261.81563167272554,1759404132000,ARES-HIJACK-1759400145-206873-2a0b:6900:5::/48-AGGREGATED,Finish Path Hijack,2a0b:6900:5::/48;2a0b:6900:4::/48;2a0b:6900:8::/48;2a0b:6900:9::/48,1759400145000,Finish,28890;6939,RU;US,14
1447,137498,103.110.216.0/24,nms-bd.com,1299.2337613618595,1759413483000,ARES-HIJACK-1759400070-137498-103.110.216.0/24-AGGREGATED,Finish Path Hijack,103.110.216.0/24;103.110.218.0/24,1759400070000,Finish,58945;174,BD;US,22
1448,135076,137.59.180.0/24,,343.30643750117883,1759413361000,ARES-HIJACK-1759399494-135076-137.59.180.0/24-AGGREGATED,Finish Path Hijack,137.59.180.0/24;137.59.182.0/24;43.245.246.0/24;137.59.181.0/24;137.59.183.0/24;43.245.244.0/24;43.245.245.0/24,1759399494000,Finish,58945;174,BD;US,6
1449,58945,2401:4440::/32,,390.31035183143246,1759589008000,ARES-HIJACK-1759398757-58945-2401:4440::/32-AGGREGATED,Finish Path Hijack,2401:4440::/32;2401:4440:1000::/36;2401:4440:2000::/36;2401:4440:3000::/36;2401:4440:4000::/36;2401:4440:5000::/36;2401:4440:6000::/36;2401:4440:7000::/36;2401:4440::/36;2401:4440::/48,1759398757000,Finish,58945;174,BD;US,6
1450,50053,188.240.213.0/24,,368.31092187804404,1759397434000,ARES-HIJACK-1759389126-50053-188.240.213.0/24-AGGREGATED,Finish Path Hijack,188.240.213.0/24;5.144.180.0/24,1759389126000,Finish,61010;6939,KG;US,4
1451,211101,176.121.193.0/24,,439.8586536434361,1759401951000,ARES-HIJACK-1759388554-211101-176.121.193.0/24-AGGREGATED,Finish Path Hijack,176.121.193.0/24,1759388554000,Finish,206810;6939,RU;US,5
1452,133524,43.245.45.0/24,globalnetmmisp.com,627.1196623843907,1759626471000,ARES-HIJACK-1759388446-133524-43.245.45.0/24-AGGREGATED,Finish Path Hijack,43.245.45.0/24;38.47.40.0/21;103.233.204.0/24,1759388446000,Finish,136975;132876,MM;TH,42
1453,134840,103.57.205.0/24,,1598.7473067211524,1759483959000,ARES-HIJACK-1759388212-134840-103.57.205.0/24-AGGREGATED,Finish Path Hijack,103.57.205.0/24,1759388212000,Finish,136975;132876,MM;TH,31
1454,269359,168.194.250.0/24,,3086.9896184162003,1759391963000,ARES-HIJACK-1759387325-269359-168.194.250.0/24-AGGREGATED,Finish Path Hijack,168.194.250.0/24,1759387325000,Finish,269359;270664,BR;BR,44
1455,8075,2620:10c:5001::/48,,194.15989303620998,1759894683000,ARES-HIJACK-1759383890-8075-2620:10c:5001::/48-AGGREGATED,Finish Path Hijack,2620:10c:5001::/48,1759383890000,Finish,8075;20473,US;US,1
1456,27754,181.41.226.0/23,ecolan.com,896.5608359638229,1759988953000,ARES-HIJACK-1759381739-27754-181.41.226.0/23-AGGREGATED,Finish Path Hijack,181.41.226.0/23;190.3.22.0/24;181.41.248.0/21;181.41.249.0/24;181.41.255.0/24;186.38.89.0/24;186.38.90.0/24;186.56.39.0/24;181.41.232.0/21;181.41.232.0/24;186.38.91.0/24;186.38.92.0/24;186.38.110.0/24;186.56.50.0/24;200.61.46.0/24;200.80.224.0/24;201.251.249.0/24,1759381739000,Finish,11664;174,AR;US,16
1457,27983,190.103.253.0/24,,894.8918431487359,1759988956000,ARES-HIJACK-1759381739-27983-190.103.253.0/24-AGGREGATED,Finish Path Hijack,190.103.253.0/24;190.182.208.0/24;190.185.201.0/24;190.185.244.0/24,1759381739000,Finish,11664;174,AR;US,17
1458,20738,79.170.40.0/21,mainhostingserver.co.uk;directory.co.uk;m-press-if.co.uk;witneyradio.co.uk;bluelemur.com;wockhardt.net;newcastle-falcons.co.uk;hightechcrm.com;girlschool.co.uk;automotivesupplychainforum.com;abccovid19.co.uk;eshoppinguk.co.uk;domestic-gas-electric.co.uk;kalgrouphosting.co.uk;dhqbmail.co.uk;procleanequip.co.uk;bond-ltd.com;actionforcharity.org;engineering-timelines.com;netzeninternet.co.uk;trowerpower.com;germankitchenslondon.co;shieldtx.com;as-developments.co.uk;stonepigments.com;worcs.uk;shop4-it.net;actifiti.cymru;ultra-pals.com;fantasyclubcricket.co.uk;etagging.com;agiointeractive-ds.com;ladyg.co.uk;actionlearningcentre.co.uk;affilohost.com;lapsafe.co.uk;allguardservices.co.uk;digitalsend.co.uk;dbsyork.co.uk;interfax.co.uk;shotbycoral.co.uk;excel2sage.co.uk;brickwallgroup.co.uk;uk-sobs.org.uk;241.com;amberkeyta.com;activeregen.co.uk;safeaid.co.uk;todharriers.co.uk;hotscot.co.uk;europeansupercentenarians.org;l2s.club;jysthosting.co.uk;wildnaturepress.com;fa-agent.com;harman-enterprise.co.uk;theseedsite.co.uk;acresretail.com;fun4kids.co.uk;northernmonk.net;taylormadewardrobes.co.uk;noticings.co.uk;spitfireonline.co.uk;williamsharp.net;handsupfortrad.scot;oetker.co.uk;mtcolahpreschool.com.au;blink.co.uk;sbobetpoker.com;kymaco-hosting.co.uk;g1creative.co.uk;blocweekend.com;coventry.uk;steelemedia.name;oxford.uk;bresmed.com;actioncentredhealth.co.uk;rapidz.co;firstcloud.co.uk;pjdproperty.co.uk;wokingyamaha.com;gwayre.co.uk;whirligig-tv.co.uk;rstore.com;milwaukeetools-direct.com;actionforcharity.co.uk;findacommodity.com;jlrdealermail.net;salmonco.uk;dotingenuity.net;swoophost.co.uk;math.co.uk;restaurants.co.uk;epsomandewellhistoryexplorer.org.uk;boldonauctions.co.uk;incrediblehosts.net;uhsrevalid.co.uk;bsbtransport.co.uk;aspzone.co.uk;your-link.com;jpit.solutions,192.13179015068533,1759375720000,ARES-HIJACK-1759375102-20738-79.170.40.0/21-AGGREGATED,Finish Path Hijack,79.170.40.0/21,1759375102000,Finish,214073;33891,GB;DE,2
1459,27882,189.28.64.0/24,,407.08184456497804,1759512077000,ARES-HIJACK-1759351544-27882-189.28.64.0/24-AGGREGATED,Finish Path Hijack,189.28.64.0/24;189.28.66.0/24,1759351544000,Finish,18678;1299,CO;SE,11
1460,269359,168.194.251.0/24,,3088.4890356464193,1759360260000,ARES-HIJACK-1759350940-269359-168.194.251.0/24-AGGREGATED,Finish Path Hijack,168.194.251.0/24;168.194.248.0/24;168.194.250.0/24,1759350940000,Finish,269359;270664,BR;BR,44
1461,262492,2804:1434::/32,,210.29671448900174,1759399709000,ARES-HIJACK-1759350571-262492-2804:1434::/32-AGGREGATED,Finish Path Hijack,2804:1434::/32,1759350571000,Finish,266520;37721,BR;BF,2
1462,23956,202.4.122.0/24,,247.66027342117772,1759383902000,ARES-HIJACK-1759349930-23956-202.4.122.0/24-AGGREGATED,Finish Path Hijack,202.4.122.0/24,1759349930000,Finish,3223;8966,GB;AE,2
1463,265010,2804:3160::/32,,159.44412850419087,1759355514000,ARES-HIJACK-1759349368-265010-2804:3160::/32-AGGREGATED,Finish Path Hijack,2804:3160::/32,1759349368000,Finish,262462;37721,BR;BF,2
1464,270842,2804:7240::/32,,162.44638807950676,1759355514000,ARES-HIJACK-1759349368-270842-2804:7240::/32-AGGREGATED,Finish Path Hijack,2804:7240::/32,1759349368000,Finish,262462;37721,BR;BF,2
1465,57099,164.138.80.0/21,,375.03069723705795,1759812987000,ARES-HIJACK-1759343341-57099-164.138.80.0/21-AGGREGATED,Finish Path Hijack,164.138.80.0/21,1759343341000,Finish,57099;3216,GB;RU,1
1466,270842,2804:7240::/32,,161.78440306721689,1759347006000,ARES-HIJACK-1759342232-270842-2804:7240::/32-AGGREGATED,Finish Path Hijack,2804:7240::/32,1759342232000,Finish,262462;37721,BR;BF,2
1467,265010,2804:3160::/32,,160.38419701426196,1759347006000,ARES-HIJACK-1759342147-265010-2804:3160::/32-AGGREGATED,Finish Path Hijack,2804:3160::/32,1759342147000,Finish,262462;37721,BR;BF,2
1468,37294,102.70.94.0/24,,158.1895551142913,1759338739000,ARES-HIJACK-1759335450-37294-102.70.94.0/24-AGGREGATED,Finish Path Hijack,102.70.94.0/24;102.70.95.0/24,1759335450000,Finish,37662;20459,MU;NA,2
1469,269359,168.194.248.0/24,,3087.698095214797,1759339438000,ARES-HIJACK-1759335278-269359-168.194.248.0/24-AGGREGATED,Finish Path Hijack,168.194.248.0/24,1759335278000,Finish,269359;270664,BR;BR,44
1470,37294,102.70.87.0/24,tnm.co.mw,181.96424340751005,1759335561000,ARES-HIJACK-1759333673-37294-102.70.87.0/24-AGGREGATED,Finish Path Hijack,102.70.87.0/24,1759333673000,Finish,16637;20459,ZA;NA,31
1471,60924,2a04:2600::/29,,1134.7318078723863,1759743537000,ARES-HIJACK-1759329008-60924-2a04:2600::/29-AGGREGATED,Finish Path Hijack,2a04:2600::/29;2a05:f1c0::/29,1759329008000,Finish,60924;6939,IE;US,17
1472,132196,120.50.63.0/24,,440.7730869423009,1759623154000,ARES-HIJACK-1759326693-132196-120.50.63.0/24-AGGREGATED,Finish Path Hijack,120.50.63.0/24,1759326693000,Finish,132196;6939,MY;US,5
1473,18313,180.182.200.0/21,,464.5960046707018,1759387046000,ARES-HIJACK-1759325015-18313-180.182.200.0/21-AGGREGATED,Finish Path Hijack,180.182.200.0/21;203.223.104.0/21;203.223.120.0/21;211.173.176.0/21;211.173.184.0/21;61.4.192.0/19,1759325015000,Finish,3786;50673,KR;NL,2
1474,23571,180.81.27.0/24,,473.03986505808984,1759326256000,ARES-HIJACK-1759325015-23571-180.81.27.0/24-AGGREGATED,Finish Path Hijack,180.81.27.0/24;180.81.28.0/24;180.81.29.0/24;180.81.30.0/24;180.81.95.0/24;180.81.96.0/24;180.81.97.0/24,1759325015000,Finish,3786;50673,KR;NL,2
1475,38692,211.236.97.0/24,,472.19121026930753,1759326266000,ARES-HIJACK-1759325015-38692-211.236.97.0/24-AGGREGATED,Finish Path Hijack,211.236.97.0/24,1759325015000,Finish,3786;50673,KR;NL,2
1476,4668,165.186.32.0/21,,440.1345389192416,1759326256000,ARES-HIJACK-1759325015-4668-165.186.32.0/21-AGGREGATED,Finish Path Hijack,165.186.32.0/21;27.122.240.0/20,1759325015000,Finish,3786;50673,KR;NL,2
1477,4793,211.193.192.0/20,hyundai-ce.com;hd-hyundaielectric.com;hhi.co.kr;hmd.co.kr,463.9976092273835,1759326267000,ARES-HIJACK-1759325015-4793-211.193.192.0/20-AGGREGATED,Finish Path Hijack,211.193.192.0/20;175.200.11.0/24;175.200.12.0/24;218.151.134.0/23;218.151.145.0/24;218.151.146.0/23;218.151.186.0/24;218.53.54.0/24;61.83.84.0/23,1759325015000,Finish,3786;50673,KR;NL,2
1478,4961,152.149.190.0/24,disc.co.kr;woorifcapital.com;audivw.co.kr;gmdat.com;pusan.co.kr;wooricap.com;gmdnet.co.kr,558.7571755601905,1759326266000,ARES-HIJACK-1759325015-4961-152.149.190.0/24-AGGREGATED,Finish Path Hijack,152.149.190.0/24;152.149.128.0/17;152.149.40.0/21;152.149.48.0/20;152.149.64.0/18;165.133.128.0/17;210.122.16.0/20,1759325015000,Finish,3786;50673,KR;NL,2
1479,9753,168.115.36.0/22,dau.ac.kr;donga.ac.kr,438.2451143199262,1759326256000,ARES-HIJACK-1759325015-9753-168.115.36.0/22-AGGREGATED,Finish Path Hijack,168.115.36.0/22;168.115.32.0/23;168.115.34.0/24;168.115.0.0/20;168.115.40.0/21;168.115.48.0/20;168.115.64.0/20;168.115.80.0/20;168.115.96.0/20,1759325015000,Finish,3786;50673,KR;NL,2
1480,18176,203.246.112.0/24,,464.8246028624897,1759326259000,ARES-HIJACK-1759324998-18176-203.246.112.0/24-AGGREGATED,Finish Path Hijack,203.246.112.0/24;203.246.113.0/24,1759324998000,Finish,3786;50673,KR;NL,2
1481,38707,210.99.252.0/24,,462.7947938662061,1759326268000,ARES-HIJACK-1759324998-38707-210.99.252.0/24-AGGREGATED,Finish Path Hijack,210.99.252.0/24;211.42.176.0/24;211.50.169.0/24;164.124.119.0/24;203.233.124.0/24;210.99.229.0/24,1759324998000,Finish,3786;50673,KR;NL,2
1482,9528,210.100.204.0/24,cbe.go.kr,474.9345229742225,1759326266000,ARES-HIJACK-1759324998-9528-210.100.204.0/24-AGGREGATED,Finish Path Hijack,210.100.204.0/24;210.106.100.0/24;210.106.101.0/24;211.114.161.0/24;211.114.167.0/24;211.114.45.0/24;211.114.46.0/24;211.34.68.0/24,1759324998000,Finish,3786;50673,KR;NL,2
1483,17839,119.149.80.0/22,,461.72434048668856,1759387052000,ARES-HIJACK-1759324989-17839-119.149.80.0/22-AGGREGATED,Finish Path Hijack,119.149.80.0/22;122.128.160.0/20;59.86.224.0/20;36.39.32.0/19;36.39.64.0/18;61.102.80.0/24;61.102.81.0/24;61.102.93.0/24;61.102.94.0/24;61.102.95.0/24,1759324989000,Finish,3786;50673,KR;NL,2
1484,53813,165.225.228.0/24,,319.4337220277694,1759387046000,ARES-HIJACK-1759324989-53813-165.225.228.0/24-AGGREGATED,Finish Path Hijack,165.225.228.0/24;137.83.147.0/24;165.225.228.0/23;167.103.96.0/23;175.107.132.0/23;175.107.134.0/24,1759324989000,Finish,3786;50673,KR;NL,2
1485,23576,110.165.16.0/20,fastfive.co.kr;health.kr;aura-invest.com;locknlock.com;samsungebiz.com;patagonia.co.kr;ebse.co.kr;ebs.co.kr;ebsi.co.kr;ncloud.com;ebsmath.co.kr;ferrumclub.com;koreapolyschool.com;togetherschool.go.kr;oasis.co.kr;gni.kr,352.12678789423563,1759387046000,ARES-HIJACK-1759324986-23576-110.165.16.0/20-AGGREGATED,Finish Path Hijack,110.165.16.0/20,1759324986000,Finish,3786;50673,KR;NL,2
1486,17577,36.39.230.0/24,,422.7115749310227,1759387046000,ARES-HIJACK-1759324985-17577-36.39.230.0/24-AGGREGATED,Finish Path Hijack,36.39.230.0/24,1759324985000,Finish,3786;50673,KR;NL,2
1487,17586,61.42.168.0/22,,458.6719376156392,1759387052000,ARES-HIJACK-1759324985-17586-61.42.168.0/22-AGGREGATED,Finish Path Hijack,61.42.168.0/22;61.42.172.0/23,1759324985000,Finish,3786;50673,KR;NL,2
1488,17596,27.111.105.0/24,,464.9837019441876,1759326244000,ARES-HIJACK-1759324985-17596-27.111.105.0/24-AGGREGATED,Finish Path Hijack,27.111.105.0/24;27.111.97.0/24;27.111.98.0/24,1759324985000,Finish,3786;50673,KR;NL,2
1489,17877,112.136.193.0/24,,303.3152893463474,1759326266000,ARES-HIJACK-1759324985-17877-112.136.193.0/24-AGGREGATED,Finish Path Hijack,112.136.193.0/24;211.232.190.0/24,1759324985000,Finish,3786;50673,KR;NL,2
1490,18305,118.129.142.0/24,poscowide.com,228.45495628067934,1759326266000,ARES-HIJACK-1759324985-18305-118.129.142.0/24-AGGREGATED,Finish Path Hijack,118.129.142.0/24;210.109.175.0/24,1759324985000,Finish,3786;50673,KR;NL,2
1491,18318,112.140.192.0/18,,443.83892653155505,1759387052000,ARES-HIJACK-1759324985-18318-112.140.192.0/18-AGGREGATED,Finish Path Hijack,112.140.192.0/18;122.252.64.0/18,1759324985000,Finish,3786;50673,KR;NL,2
1492,38121,114.30.128.0/21,,465.8676478888674,1759387047000,ARES-HIJACK-1759324985-38121-114.30.128.0/21-AGGREGATED,Finish Path Hijack,114.30.128.0/21,1759324985000,Finish,3786;50673,KR;NL,2
1493,38424,112.140.144.0/21,tplusmobile.com,467.81460253444897,1759326259000,ARES-HIJACK-1759324985-38424-112.140.144.0/21-AGGREGATED,Finish Path Hijack,112.140.144.0/21;203.17.226.0/24;203.82.220.0/24;203.82.221.0/24;203.129.6.0/24;203.129.7.0/24;27.255.100.0/24;27.255.105.0/24;27.255.96.0/21,1759324985000,Finish,3786;50673,KR;NL,2
1494,38669,114.29.45.0/24,,470.3172235994822,1759387047000,ARES-HIJACK-1759324985-38669-114.29.45.0/24-AGGREGATED,Finish Path Hijack,114.29.45.0/24;114.29.120.0/23;114.29.122.0/24;114.29.123.0/24;114.29.124.0/22;114.29.40.0/22;114.29.44.0/24;114.29.46.0/23,1759324985000,Finish,3786;50673,KR;NL,2
1495,45365,113.61.0.0/22,,449.27053869078026,1759387047000,ARES-HIJACK-1759324985-45365-113.61.0.0/22-AGGREGATED,Finish Path Hijack,113.61.0.0/22;113.61.12.0/24,1759324985000,Finish,3786;50673,KR;NL,2
1496,7562,59.187.220.0/22,,260.2698925593002,1759387046000,ARES-HIJACK-1759324985-7562-59.187.220.0/22-AGGREGATED,Finish Path Hijack,59.187.220.0/22;101.235.196.0/22;101.235.208.0/23;101.235.210.0/23;58.141.112.0/20,1759324985000,Finish,3786;50673,KR;NL,2
1497,9459,117.16.138.0/24,,465.4985441309188,1759326249000,ARES-HIJACK-1759324985-9459-117.16.138.0/24-AGGREGATED,Finish Path Hijack,117.16.138.0/24;113.198.100.0/24;113.198.101.0/24;113.198.102.0/24;113.198.104.0/24,1759324985000,Finish,3786;50673,KR;NL,2
1498,9524,58.87.43.0/24,kia-mexico.com;hillstate.co.kr;hdec.kr,310.9678878364673,1759326259000,ARES-HIJACK-1759324985-9524-58.87.43.0/24-AGGREGATED,Finish Path Hijack,58.87.43.0/24;203.239.192.0/20;203.239.208.0/21,1759324985000,Finish,3786;50673,KR;NL,2
1499,9638,1.241.229.0/24,nonghyup.com,413.40822947869634,1759326267000,ARES-HIJACK-1759324985-9638-1.241.229.0/24-AGGREGATED,Finish Path Hijack,1.241.229.0/24;1.241.248.0/24;211.41.104.0/24;59.186.248.0/24;61.37.254.0/24;61.41.155.0/24;1.230.199.0/24;1.230.200.0/24;1.230.201.0/24;110.9.132.0/24;110.9.178.0/24;110.9.182.0/24;110.9.183.0/24;118.129.36.0/24;123.140.241.0/24,1759324985000,Finish,3786;50673,KR;NL,2
1500,9845,110.46.56.0/22,,461.5636397429467,1759387039000,ARES-HIJACK-1759324985-9845-110.46.56.0/22-AGGREGATED,Finish Path Hijack,110.46.56.0/22,1759324985000,Finish,3786;50673,KR;NL,2
1501,9946,115.92.165.0/24,,468.5033384373884,1759326256000,ARES-HIJACK-1759324985-9946-115.92.165.0/24-AGGREGATED,Finish Path Hijack,115.92.165.0/24;122.202.220.0/22;122.202.136.0/22;122.202.140.0/22;122.202.144.0/22;122.202.148.0/22;122.202.152.0/22;122.202.156.0/22;122.202.160.0/22;122.202.164.0/22,1759324985000,Finish,3786;50673,KR;NL,2
1502,3786,114.71.250.0/23,,452.45291427890726,1759387052000,ARES-HIJACK-1759324969-3786-114.71.250.0/23-AGGREGATED,Finish Path Hijack,114.71.250.0/23;117.17.170.0/23;117.17.172.0/23,1759324969000,Finish,3786;50673,KR;NL,2
1503,135354,49.236.157.0/24,,289.6694541627442,1759387046000,ARES-HIJACK-1759324968-135354-49.236.157.0/24-AGGREGATED,Finish Path Hijack,49.236.157.0/24,1759324968000,Finish,3786;50673,KR;NL,2
1504,23908,116.84.220.0/22,,295.9063483362237,1759326249000,ARES-HIJACK-1759324968-23908-116.84.220.0/22-AGGREGATED,Finish Path Hijack,116.84.220.0/22,1759324968000,Finish,3786;50673,KR;NL,2
1505,37294,102.70.19.0/24,,230.119454753548,1759349798000,ARES-HIJACK-1759322884-37294-102.70.19.0/24-AGGREGATED,Finish Path Hijack,102.70.19.0/24,1759322884000,Finish,16637;20459,ZA;NA,42
1506,36913,196.216.11.0/24,,205.6230886812583,1759349798000,ARES-HIJACK-1759322650-36913-196.216.11.0/24-AGGREGATED,Finish Path Hijack,196.216.11.0/24;168.253.245.0/24,1759322650000,Finish,16637;20459,ZA;NA,38
1507,37294,41.78.250.0/24,,243.61327336194546,1759349798000,ARES-HIJACK-1759322621-37294-41.78.250.0/24-AGGREGATED,Finish Path Hijack,41.78.250.0/24,1759322621000,Finish,16637;20459,ZA;NA,41
1508,13335,2400:cb00:921::/48,,307.194448689195,1759489864000,ARES-HIJACK-1759322558-13335-2400:cb00:921::/48-AGGREGATED,Finish Path Hijack,2400:cb00:921::/48,1759322558000,Finish,58717;29632,BD;GI,2
1509,45701,103.79.246.0/24,,160.2694487607636,1759932542000,ARES-HIJACK-1759320421-45701-103.79.246.0/24-AGGREGATED,Finish Path Hijack,103.79.246.0/24;103.79.247.0/24,1759320421000,Finish,45701;20485,ID;RU,1
1510,269359,168.194.248.0/24,,2947.552159724704,1759324529000,ARES-HIJACK-1759319969-269359-168.194.248.0/24-AGGREGATED,Finish Path Hijack,168.194.248.0/24;168.194.251.0/24,1759319969000,Finish,269359;270664,BR;BR,42
1511,29286,45.221.252.0/24,,326.83354664702654,1759350211000,ARES-HIJACK-1759319926-29286-45.221.252.0/24-AGGREGATED,Finish Path Hijack,45.221.252.0/24,1759319926000,Finish,29286;24691,IT;TG,4
1512,55330,149.54.24.0/24,,465.14802006614025,1759414794000,ARES-HIJACK-1759319669-55330-149.54.24.0/24-AGGREGATED,Finish Path Hijack,149.54.24.0/24,1759319669000,Finish,17557;3491,PK;US,6
1513,199173,151.237.80.0/23,,317.39885537905985,1760101114000,ARES-HIJACK-1759317789-199173-151.237.80.0/23-AGGREGATED,Finish Path Hijack,151.237.80.0/23;151.237.82.0/24;151.237.83.0/24;85.187.218.0/24;85.187.224.0/24;85.187.225.0/24;85.187.227.0/24;85.187.230.0/24,1759317789000,Finish,31287;50673,BG;NL,2
1514,50186,151.237.96.0/21,,296.2977789265165,1760101114000,ARES-HIJACK-1759317789-50186-151.237.96.0/21-AGGREGATED,Finish Path Hijack,151.237.96.0/21;151.237.126.0/24;151.237.127.0/24,1759317789000,Finish,31287;50673,BG;NL,2
